,off_passing_Team,off_passing_Att,off_passing_Cmp,off_passing_Cmp %,off_passing_Yds/Att,off_passing_Pass Yds,off_passing_TD,off_passing_INT,off_passing_Rate,off_passing_1st,off_passing_1st%,off_passing_20+,off_passing_40+,off_passing_Lng,off_passing_Sck,off_passing_SckY,off_rushing_Team,off_rushing_Att,off_rushing_Rush Yds,off_rushing_YPC,off_rushing_TD,off_rushing_20+,off_rushing_40+,off_rushing_Lng,off_rushing_Rush 1st,off_rushing_Rush 1st%,off_rushing_Rush FUM,off_receiving_Team,off_receiving_Rec,off_receiving_Yds,off_receiving_Yds/Rec,off_receiving_TD,off_receiving_20+,off_receiving_40+,off_receiving_Lng,off_receiving_Rec 1st,off_receiving_Rec 1st%,off_receiving_Rec FUM,off_scoring_Team,off_scoring_Rsh TD,off_scoring_Rec TD,off_scoring_Tot TD,off_scoring_2-PT,off_downs_Team,off_downs_3rd Att,off_downs_3rd Md,off_downs_4th Att,off_downs_4th Md,off_downs_Rec 1st,off_downs_Rec 1st%,off_downs_Rush 1st,off_downs_Rush 1st%,off_downs_Scrm Plys,def_passing_Team,def_passing_Att,def_passing_Cmp,def_passing_Cmp %,def_passing_Yds/Att,def_passing_Yds,def_passing_TD,def_passing_INT,def_passing_Rate,def_passing_1st,def_passing_1st%,def_passing_20+,def_passing_40+,def_passing_Lng,def_passing_Sck,def_rushing_Team,def_rushing_Att,def_rushing_Rush Yds,def_rushing_YPC,def_rushing_TD,def_rushing_20+,def_rushing_40+,def_rushing_Lng,def_rushing_Rush 1st,def_rushing_Rush 1st%,def_rushing_Rush FUM,def_receiving_Team,def_receiving_Rec,def_receiving_Yds,def_receiving_Yds/Rec,def_receiving_TD,def_receiving_20+,def_receiving_40+,def_receiving_Lng,def_receiving_Rec 1st,def_receiving_Rec 1st%,def_receiving_Rec FUM,def_receiving_PDef,def_scoring_Team,def_scoring_FR TD,def_scoring_SFTY,def_scoring_INT TD,def_downs_Team,def_downs_3rd Att,def_downs_3rd Md,def_downs_4th Att,def_downs_4th Md,def_downs_Rec 1st,def_downs_Rec 1st%,def_downs_Rush 1st,def_downs_Rush 1st%,def_downs_Scrm Plys,def_tackles_Team,def_tackles_Sck,def_tackles_Comb,def_tackles_Asst,def_tackles_Solo,def_fumbles_Team,def_fumbles_FF,def_fumbles_FR,def_fumbles_FR TD,def_fumbles_Rec FUM,def_fumbles_Rush FUM,def_interceptions_Team,def_interceptions_INT,def_interceptions_INT TD,def_interceptions_INT Yds,def_interceptions_Lng,st_field-goals_Team,st_field-goals_FGM,st_field-goals_Att,st_field-goals_FG %,st_field-goals_1-19 > A-M,st_field-goals_20-29 > A-M,st_field-goals_30-39 > A-M,st_field-goals_40-49 > A-M,st_field-goals_50+ > A-M,st_field-goals_Lng,st_field-goals_FG Blk,st_scoring_Team,st_scoring_FGM,st_scoring_FG %,st_scoring_XPM,st_scoring_XP Pct,st_scoring_KRet TD,st_scoring_PRet T,st_kickoffs_Team,st_kickoffs_KO,st_kickoffs_Yds,st_kickoffs_TB,st_kickoffs_TB %,st_kickoffs_Ret,st_kickoffs_Ret Avg,st_kickoffs_OSK,st_kickoffs_OSK Rec,st_kickoffs_OOB,st_kickoffs_TD,st_punting_Team,st_punting_Net Avg,st_punting_Net Yds,st_punting_Punts,st_punting_Avg,st_punting_Lng,st_punting_Yds,st_punting_IN 20,st_punting_OOB,st_punting_Dn,st_punting_TB,st_punting_FC,st_punting_Ret,st_punting_RetY,st_punting_TD,st_punting_P Blk,st_punt-returns_Team,st_punt-returns_Avg,st_punt-returns_Ret,st_punt-returns_Yds,st_punt-returns_PRet T,st_punt-returns_20+,st_punt-returns_40+,st_punt-returns_Lng,st_punt-returns_FC,st_punt-returns_FUM,st_punt-returns_P Blk,Year
1,Buccaneers  Buccaneers,459,245,53.4,6.3,2892,13,25,59.6,0,0.0,0,0,46,56,394,Buccaneers  Buccaneers,455,1863,4.1,12,0,0,59T,0,0.0,0,Buccaneers  Buccaneers,245,2892,11.8,13,0,0,46,0,0.0,0,Buccaneers  Buccaneers,12,13,27,0,Buccaneers  Buccaneers,0,0,0,0,0,0.0,0,0.0,970,Buccaneers  Buccaneers,484,289,59.7,7.9,3685,23,13,89.5,0,0.0,0,0,73,19,Buccaneers  Buccaneers,558,2648,4.7,31,0,0,60,0,0.0,0,Buccaneers  Buccaneers,289,3838,13.3,23,0,0,73,0,0.0,0,0,Buccaneers  Buccaneers,0,0,0,Buccaneers  Buccaneers,0,0,0,0,0,0.0,0,0.0,1061,Buccaneers  Buccaneers,56,0,0,0,Buccaneers  Buccaneers,0,0,0,0,0,Buccaneers  Buccaneers,13,0,128,57,Buccaneers  Buccaneers,17,24,70.8,,,,,,55,0,Buccaneers  Buccaneers,17,70.8,26,96.3,0,0,Buccaneers  Buccaneers,0,0,0,0.0,0,0.0,0,0,0,0,Buccaneers  Buccaneers,0.0,0,78,40.2,60,3132,0,0,0,0,0,0,0,0,0,Buccaneers  Buccaneers,4.2,26,110,0,0,0,12,0,0,1,1986
2,Seahawks  Seahawks,453,268,59.2,7.6,3424,24,14,87.7,0,0.0,0,0,72T,39,315,Seahawks  Seahawks,513,2300,4.5,15,0,0,60T,0,0.0,0,Seahawks  Seahawks,268,3424,12.8,24,0,0,72T,0,0.0,0,Seahawks  Seahawks,15,24,43,0,Seahawks  Seahawks,0,0,0,0,0,0.0,0,0.0,1005,Seahawks  Seahawks,535,301,56.3,7.3,3582,20,22,74.6,0,0.0,0,0,83T,47,Seahawks  Seahawks,471,1759,3.7,12,0,0,25,0,0.0,0,Seahawks  Seahawks,301,3888,12.9,20,0,0,83T,0,0.0,0,0,Seahawks  Seahawks,0,0,1,Seahawks  Seahawks,0,0,0,0,0,0.0,0,0.0,1053,Seahawks  Seahawks,39,0,0,0,Seahawks  Seahawks,0,0,0,0,0,Seahawks  Seahawks,22,1,216,25,Seahawks  Seahawks,22,35,62.9,,,,,,54,0,Seahawks  Seahawks,22,62.9,42,97.7,0,1,Seahawks  Seahawks,0,0,0,0.0,0,0.0,0,0,0,0,Seahawks  Seahawks,0.0,0,79,38.6,55,3048,0,0,0,0,0,0,0,0,0,Seahawks  Seahawks,11.7,39,457,1,0,0,75T,0,0,4,1986
3,49ers  49ers,582,353,60.7,7.4,4299,21,20,81.1,0,0.0,0,0,66T,26,203,49ers  49ers,510,1986,3.9,16,0,0,29T,0,0.0,0,49ers  49ers,353,4299,12.2,21,0,0,66T,0,0.0,0,49ers  49ers,16,21,43,0,49ers  49ers,0,0,0,0,0,0.0,0,0.0,1118,49ers  49ers,604,324,53.6,6.2,3325,18,39,55.8,0,0.0,0,0,84T,51,49ers  49ers,406,1555,3.8,8,0,0,36,0,0.0,0,49ers  49ers,324,3773,11.6,18,0,0,84T,0,0.0,0,0,49ers  49ers,0,0,5,49ers  49ers,0,0,0,0,0,0.0,0,0.0,1061,49ers  49ers,26,0,0,0,49ers  49ers,0,0,0,0,0,49ers  49ers,39,5,578,88T,49ers  49ers,25,35,71.4,,,,,,50,0,49ers  49ers,25,71.4,41,97.6,0,1,49ers  49ers,0,0,0,0.0,0,0.0,0,0,0,0,49ers  49ers,0.0,0,83,40.6,62,3450,0,0,0,0,0,0,0,0,2,49ers  49ers,9.2,43,397,1,0,0,76T,0,0,0,1986
4,Chargers  Chargers,604,339,56.1,6.7,4045,21,33,65.6,0,0.0,0,0,65T,32,265,Chargers  Chargers,471,1576,3.3,19,0,0,24,0,0.0,0,Chargers  Chargers,339,4045,11.9,21,0,0,65T,0,0.0,0,Chargers  Chargers,19,21,41,0,Chargers  Chargers,0,0,0,0,0,0.0,0,0.0,1107,Chargers  Chargers,509,288,56.6,8.1,3688,27,15,88.4,0,0.0,0,0,72T,62,Chargers  Chargers,475,1678,3.5,14,0,0,28T,0,0.0,0,Chargers  Chargers,288,4128,14.3,27,0,0,72T,0,0.0,0,0,Chargers  Chargers,0,1,1,Chargers  Chargers,0,0,0,0,0,0.0,0,0.0,1046,Chargers  Chargers,32,0,0,0,Chargers  Chargers,0,0,0,0,0,Chargers  Chargers,15,1,274,50,Chargers  Chargers,16,25,64.0,,,,,,50,0,Chargers  Chargers,16,64.0,39,95.1,0,0,Chargers  Chargers,0,0,0,0.0,0,0.0,0,0,0,0,Chargers  Chargers,0.0,0,77,40.4,62,3193,0,0,0,0,0,0,0,0,2,Chargers  Chargers,9.0,37,334,0,0,0,30,0,0,0,1986
5,Steelers  Steelers,491,238,48.5,5.6,2747,16,20,59.7,0,0.0,0,0,58,20,159,Steelers  Steelers,564,2223,3.9,18,0,0,45,0,0.0,0,Steelers  Steelers,238,2747,11.5,16,0,0,58,0,0.0,0,Steelers  Steelers,18,16,35,0,Steelers  Steelers,0,0,0,0,0,0.0,0,0.0,1075,Steelers  Steelers,536,311,58.0,6.8,3380,22,20,77.1,0,0.0,0,0,55T,43,Steelers  Steelers,471,1872,4.0,10,0,0,61T,0,0.0,0,Steelers  Steelers,311,3669,11.8,22,0,0,55T,0,0.0,0,0,Steelers  Steelers,0,1,1,Steelers  Steelers,0,0,0,0,0,0.0,0,0.0,1050,Steelers  Steelers,20,0,0,0,Steelers  Steelers,0,0,0,0,0,Steelers  Steelers,20,1,218,67T,Steelers  Steelers,21,32,65.6,,,,,,45,0,Steelers  Steelers,21,65.6,32,100.0,0,0,Steelers  Steelers,0,0,0,0.0,0,0.0,0,0,0,0,Steelers  Steelers,0.0,0,86,38.7,64,3447,0,0,0,0,0,0,0,0,3,Steelers  Steelers,8.6,36,310,0,0,0,41,0,0,0,1986
6,Cardinals  Cardinals,516,293,56.8,6.1,3140,17,19,70.4,0,0.0,0,0,48T,59,424,Cardinals  Cardinals,419,1787,4.3,8,0,0,44,0,0.0,0,Cardinals  Cardinals,293,3140,10.7,17,0,0,48T,0,0.0,0,Cardinals  Cardinals,8,17,27,0,Cardinals  Cardinals,0,0,0,0,0,0.0,0,0.0,994,Cardinals  Cardinals,436,215,49.3,6.9,2637,21,10,78.3,0,0.0,0,0,51,41,Cardinals  Cardinals,560,2227,4.0,17,0,0,54,0,0.0,0,Cardinals  Cardinals,215,2992,13.9,21,0,0,51,0,0.0,0,0,Cardinals  Cardinals,0,0,0,Cardinals  Cardinals,0,0,0,0,0,0.0,0,0.0,1037,Cardinals  Cardinals,59,0,0,0,Cardinals  Cardinals,0,0,0,0,0,Cardinals  Cardinals,10,0,121,35,Cardinals  Cardinals,11,24,45.8,,,,,,47,0,Cardinals  Cardinals,11,45.8,23,88.5,0,2,Cardinals  Cardinals,0,0,0,0.0,0,0.0,0,0,0,0,Cardinals  Cardinals,0.0,0,91,37.1,52,3411,0,0,0,0,0,0,0,0,1,Cardinals  Cardinals,11.7,45,528,2,0,0,71T,0,0,0,1986
7,Eagles  Eagles,514,268,52.1,6.3,3248,19,17,70.4,0,0.0,0,0,75T,104,708,Eagles  Eagles,499,2002,4.0,8,0,0,50,0,0.0,0,Eagles  Eagles,268,3248,12.1,19,0,0,75T,0,0.0,0,Eagles  Eagles,8,19,28,0,Eagles  Eagles,0,0,0,0,0,0.0,0,0.0,1117,Eagles  Eagles,532,260,48.9,6.8,3235,21,23,66.5,0,0.0,0,0,84T,53,Eagles  Eagles,458,1989,4.3,14,0,0,84T,0,0.0,0,Eagles  Eagles,260,3641,14.0,21,0,0,84T,0,0.0,0,0,Eagles  Eagles,0,1,0,Eagles  Eagles,0,0,0,0,0,0.0,0,0.0,1043,Eagles  Eagles,104,0,0,0,Eagles  Eagles,0,0,0,0,0,Eagles  Eagles,23,0,124,21,Eagles  Eagles,20,31,64.5,,,,,,50,0,Eagles  Eagles,20,64.5,26,96.3,0,1,Eagles  Eagles,0,0,0,0.0,0,0.0,0,0,0,0,Eagles  Eagles,0.0,0,110,41.0,62,4547,0,0,0,0,0,0,0,0,1,Eagles  Eagles,8.5,44,374,1,0,0,76T,0,0,2,1986
8,Jets  Jets,537,334,62.2,7.5,4032,27,21,85.7,0,0.0,0,0,83T,45,386,Jets  Jets,490,1729,3.5,16,0,0,41,0,0.0,0,Jets  Jets,334,4032,12.1,27,0,0,83T,0,0.0,0,Jets  Jets,16,27,45,0,Jets  Jets,0,0,0,0,0,0.0,0,0.0,1072,Jets  Jets,603,348,57.7,7.6,4389,35,20,87.3,0,0.0,0,0,69T,28,Jets  Jets,450,1661,3.7,12,0,0,54T,0,0.0,0,Jets  Jets,348,4567,13.1,35,0,0,69T,0,0.0,0,0,Jets  Jets,0,1,0,Jets  Jets,0,0,0,0,0,0.0,0,0.0,1081,Jets  Jets,45,0,0,0,Jets  Jets,0,0,0,0,0,Jets  Jets,20,0,164,29,Jets  Jets,16,19,84.2,,,,,,50,0,Jets  Jets,16,84.2,44,100.0,2,0,Jets  Jets,0,0,0,0.0,0,0.0,0,0,0,0,Jets  Jets,0.0,0,85,39.4,55,3353,0,0,0,0,0,0,0,0,0,Jets  Jets,8.7,39,341,0,0,0,28,0,0,1,1986
9,Giants  Giants,472,260,55.1,7.4,3500,22,22,75.0,0,0.0,0,0,49,46,367,Giants  Giants,558,2245,4.0,18,0,0,54,0,0.0,0,Giants  Giants,260,3500,13.5,22,0,0,49,0,0.0,0,Giants  Giants,18,22,42,0,Giants  Giants,0,0,0,0,0,0.0,0,0.0,1076,Giants  Giants,587,334,56.9,6.6,3473,15,24,68.6,0,0.0,0,0,75T,59,Giants  Giants,350,1284,3.7,10,0,0,50,0,0.0,0,Giants  Giants,334,3887,11.6,15,0,0,75T,0,0.0,0,0,Giants  Giants,0,0,1,Giants  Giants,0,0,0,0,0,0.0,0,0.0,996,Giants  Giants,46,0,0,0,Giants  Giants,0,0,0,0,0,Giants  Giants,24,1,296,78T,Giants  Giants,26,37,70.3,,,,,,46,0,Giants  Giants,26,70.3,41,100.0,0,0,Giants  Giants,0,0,0,0.0,0,0.0,0,0,0,0,Giants  Giants,0.0,0,79,44.8,61,3539,0,0,0,0,0,0,0,0,0,Giants  Giants,7.0,41,287,0,0,0,22,0,0,1,1986
10,Saints  Saints,425,232,54.6,6.8,2893,13,25,61.6,0,0.0,0,0,84,27,225,Saints  Saints,505,2074,4.1,15,0,0,50,0,0.0,0,Saints  Saints,232,2893,12.5,13,0,0,84,0,0.0,0,Saints  Saints,15,13,30,0,Saints  Saints,0,0,0,0,0,0.0,0,0.0,957,Saints  Saints,576,331,57.5,6.7,3543,21,26,71.4,0,0.0,0,0,62T,47,Saints  Saints,486,1559,3.2,11,0,0,27,0,0.0,0,Saints  Saints,331,3886,11.7,21,0,0,62T,0,0.0,0,0,Saints  Saints,0,0,1,Saints  Saints,0,0,0,0,0,0.0,0,0.0,1109,Saints  Saints,27,0,0,0,Saints  Saints,0,0,0,0,0,Saints  Saints,26,1,235,43,Saints  Saints,26,30,86.7,,,,,,53,0,Saints  Saints,26,86.7,30,100.0,1,0,Saints  Saints,0,0,0,0.0,0,0.0,0,0,0,0,Saints  Saints,0.0,0,81,42.1,66,3456,0,0,0,0,0,0,0,0,1,Saints  Saints,8.0,47,377,0,0,0,39,0,0,0,1986
11,Patriots  Patriots,557,340,61.0,7.8,4321,29,13,92.9,0,0.0,0,0,69T,47,367,Patriots  Patriots,469,1373,2.9,10,0,0,31,0,0.0,0,Patriots  Patriots,340,4321,12.7,29,0,0,69T,0,0.0,0,Patriots  Patriots,10,29,45,0,Patriots  Patriots,0,0,0,0,0,0.0,0,0.0,1073,Patriots  Patriots,473,255,53.9,7.0,2978,15,21,68.4,0,0.0,0,0,67T,48,Patriots  Patriots,510,2203,4.3,19,0,0,58T,0,0.0,0,Patriots  Patriots,255,3324,13.0,15,0,0,67T,0,0.0,0,0,Patriots  Patriots,0,1,1,Patriots  Patriots,0,0,0,0,0,0.0,0,0.0,1031,Patriots  Patriots,47,0,0,0,Patriots  Patriots,0,0,0,0,0,Patriots  Patriots,21,1,312,69,Patriots  Patriots,32,41,78.0,,,,,,49,0,Patriots  Patriots,32,78.0,44,97.8,0,1,Patriots  Patriots,0,0,0,0.0,0,0.0,0,0,0,0,Patriots  Patriots,0.0,0,89,40.7,64,3746,0,0,0,0,0,0,0,0,3,Patriots  Patriots,9.4,42,396,1,0,0,59T,0,0,3,1986
12,Vikings  Vikings,519,290,55.9,8.1,4185,31,15,90.1,0,0.0,0,0,76T,44,272,Vikings  Vikings,461,1738,3.8,14,0,0,60,0,0.0,0,Vikings  Vikings,290,4185,14.4,31,0,0,76T,0,0.0,0,Vikings  Vikings,14,31,48,0,Vikings  Vikings,0,0,0,0,0,0.0,0,0.0,1024,Vikings  Vikings,494,276,55.9,7.0,3216,16,24,68.5,0,0.0,0,0,59,38,Vikings  Vikings,481,1796,3.7,10,0,0,41,0,0.0,0,Vikings  Vikings,276,3475,12.6,16,0,0,59,0,0.0,0,0,Vikings  Vikings,0,0,2,Vikings  Vikings,0,0,0,0,0,0.0,0,0.0,1013,Vikings  Vikings,44,0,0,0,Vikings  Vikings,0,0,0,0,0,Vikings  Vikings,24,2,319,59T,Vikings  Vikings,22,28,78.6,,,,,,53,0,Vikings  Vikings,22,78.6,44,93.6,0,0,Vikings  Vikings,0,0,0,0.0,0,0.0,0,0,0,0,Vikings  Vikings,0.0,0,72,40.0,69,2922,0,0,0,0,0,0,0,0,1,Vikings  Vikings,6.9,31,215,0,0,0,15,0,0,3,1986
13,Dolphins  Dolphins,645,392,60.8,7.6,4898,46,23,93.3,0,0.0,0,0,85T,17,119,Dolphins  Dolphins,349,1545,4.4,9,0,0,54T,0,0.0,0,Dolphins  Dolphins,392,4898,12.5,46,0,0,85T,0,0.0,0,Dolphins  Dolphins,9,46,56,0,Dolphins  Dolphins,0,0,0,0,0,0.0,0,0.0,1011,Dolphins  Dolphins,485,290,59.8,7.9,3557,22,13,88.7,0,0.0,0,0,65T,33,Dolphins  Dolphins,540,2493,4.6,23,0,0,47,0,0.0,0,Dolphins  Dolphins,290,3825,13.2,22,0,0,65T,0,0.0,0,0,Dolphins  Dolphins,0,0,0,Dolphins  Dolphins,0,0,0,0,0,0.0,0,0.0,1058,Dolphins  Dolphins,17,0,0,0,Dolphins  Dolphins,0,0,0,0,0,Dolphins  Dolphins,13,0,152,36,Dolphins  Dolphins,14,22,63.6,,,,,,52,0,Dolphins  Dolphins,14,63.6,52,94.5,0,1,Dolphins  Dolphins,0,0,0,0.0,0,0.0,0,0,0,0,Dolphins  Dolphins,0.0,0,56,44.2,73,2476,0,0,0,0,0,0,0,0,0,Dolphins  Dolphins,7.4,40,297,1,0,0,71T,0,0,0,1986
14,Raiders  Raiders,530,281,53.0,7.5,3973,27,25,74.8,0,0.0,0,0,81T,64,464,Raiders  Raiders,475,1790,3.8,6,0,0,28T,0,0.0,0,Raiders  Raiders,281,3973,14.1,27,0,0,81T,0,0.0,0,Raiders  Raiders,6,27,37,0,Raiders  Raiders,0,0,0,0,0,0.0,0,0.0,1069,Raiders  Raiders,501,271,54.1,7.1,3076,21,26,68.9,0,0.0,0,0,68T,63,Raiders  Raiders,439,1728,3.9,19,0,0,70T,0,0.0,0,Raiders  Raiders,271,3539,13.1,21,0,0,68T,0,0.0,0,0,Raiders  Raiders,0,1,1,Raiders  Raiders,0,0,0,0,0,0.0,0,0.0,1003,Raiders  Raiders,64,0,0,0,Raiders  Raiders,0,0,0,0,0,Raiders  Raiders,26,1,275,32T,Raiders  Raiders,21,28,75.0,,,,,,52,0,Raiders  Raiders,21,75.0,36,100.0,0,1,Raiders  Raiders,0,0,0,0.0,0,0.0,0,0,0,0,Raiders  Raiders,0.0,0,90,40.2,64,3620,0,0,0,0,0,0,0,0,0,Raiders  Raiders,8.6,56,484,1,0,0,70T,0,0,1,1986
15,Rams  Rams,403,194,48.1,5.9,2380,15,15,63.7,0,0.0,0,0,65T,27,184,Rams  Rams,578,2457,4.3,16,0,0,42T,0,0.0,0,Rams  Rams,194,2380,12.3,15,0,0,65T,0,0.0,0,Rams  Rams,16,15,37,0,Rams  Rams,0,0,0,0,0,0.0,0,0.0,1008,Rams  Rams,539,313,58.1,6.5,3190,17,28,66.3,0,0.0,0,0,69T,39,Rams  Rams,460,1681,3.7,9,0,0,59T,0,0.0,0,Rams  Rams,313,3482,11.1,17,0,0,69T,0,0.0,0,0,Rams  Rams,0,1,3,Rams  Rams,0,0,0,0,0,0.0,0,0.0,1038,Rams  Rams,27,0,0,0,Rams  Rams,0,0,0,0,0,Rams  Rams,28,3,458,80T,Rams  Rams,17,24,70.8,,,,,,50,0,Rams  Rams,17,70.8,34,97.1,0,0,Rams  Rams,0,0,0,0.0,0,0.0,0,0,0,0,Rams  Rams,0.0,0,97,38.2,57,3740,0,0,0,0,0,0,0,0,1,Rams  Rams,8.6,42,361,0,0,0,32,0,0,0,1986
16,Chiefs  Chiefs,521,257,49.3,6.0,3122,23,18,68.5,0,0.0,0,0,70T,50,372,Chiefs  Chiefs,432,1468,3.4,10,0,0,40,0,0.0,0,Chiefs  Chiefs,257,3122,12.1,23,0,0,70T,0,0.0,0,Chiefs  Chiefs,10,23,43,0,Chiefs  Chiefs,0,0,0,0,0,0.0,0,0.0,1003,Chiefs  Chiefs,569,303,53.3,6.2,3195,21,31,62.1,0,0.0,0,0,51,44,Chiefs  Chiefs,485,1739,3.6,13,0,0,41T,0,0.0,0,Chiefs  Chiefs,303,3555,11.7,21,0,0,51,0,0.0,0,0,Chiefs  Chiefs,0,0,4,Chiefs  Chiefs,0,0,0,0,0,0.0,0,0.0,1098,Chiefs  Chiefs,50,0,0,0,Chiefs  Chiefs,0,0,0,0,0,Chiefs  Chiefs,31,4,567,72T,Chiefs  Chiefs,19,26,73.1,,,,,,47,0,Chiefs  Chiefs,19,73.1,43,100.0,1,0,Chiefs  Chiefs,0,0,0,0.0,0,0.0,0,0,0,0,Chiefs  Chiefs,0.0,0,99,40.7,56,4033,0,0,0,0,0,0,0,0,0,Chiefs  Chiefs,7.6,35,265,0,0,0,48,0,0,3,1986
17,Colts  Colts,586,300,51.2,6.2,3615,16,24,62.5,0,0.0,0,0,84T,53,406,Colts  Colts,407,1491,3.7,10,0,0,70T,0,0.0,0,Colts  Colts,300,3615,12.1,16,0,0,84T,0,0.0,0,Colts  Colts,10,16,27,0,Colts  Colts,0,0,0,0,0,0.0,0,0.0,1046,Colts  Colts,510,306,60.0,7.7,3739,28,16,89.4,0,0.0,0,0,72T,24,Colts  Colts,517,1962,3.8,14,0,0,40,0,0.0,0,Colts  Colts,306,3933,12.9,28,0,0,72T,0,0.0,0,0,Colts  Colts,0,1,0,Colts  Colts,0,0,0,0,0,0.0,0,0.0,1051,Colts  Colts,53,0,0,0,Colts  Colts,0,0,0,0,0,Colts  Colts,16,0,166,80,Colts  Colts,13,25,52.0,,,,,,52,0,Colts  Colts,13,52.0,26,96.3,0,0,Colts  Colts,0,0,0,0.0,0,0.0,0,0,0,0,Colts  Colts,0.0,0,81,44.7,63,3622,0,0,0,0,0,0,0,0,0,Colts  Colts,7.1,35,250,0,0,0,25,0,0,1,1986
18,Oilers  Oilers,551,288,52.3,7.0,3843,14,31,59.7,0,0.0,0,0,81T,48,394,Oilers  Oilers,490,1700,3.5,13,0,0,43T,0,0.0,0,Oilers  Oilers,288,3843,13.3,14,0,0,81T,0,0.0,0,Oilers  Oilers,13,14,30,0,Oilers  Oilers,0,0,0,0,0,0.0,0,0.0,1089,Oilers  Oilers,490,228,46.5,6.5,2999,25,16,71.5,0,0.0,0,0,85T,32,Oilers  Oilers,532,2035,3.8,13,0,0,45,0,0.0,0,Oilers  Oilers,228,3200,14.0,25,0,0,85T,0,0.0,0,0,Oilers  Oilers,0,0,0,Oilers  Oilers,0,0,0,0,0,0.0,0,0.0,1054,Oilers  Oilers,48,0,0,0,Oilers  Oilers,0,0,0,0,0,Oilers  Oilers,16,0,100,38,Oilers  Oilers,22,27,81.5,,,,,,51,0,Oilers  Oilers,22,81.5,28,96.6,0,0,Oilers  Oilers,0,0,0,0.0,0,0.0,0,0,0,0,Oilers  Oilers,0.0,0,89,41.1,66,3659,0,0,0,0,0,0,0,0,0,Oilers  Oilers,7.9,43,341,0,0,0,25,0,0,1,1986
19,Packers  Packers,565,305,54.0,6.6,3708,18,27,65.1,0,0.0,0,0,62,37,261,Packers  Packers,424,1614,3.8,8,0,0,50,0,0.0,0,Packers  Packers,305,3708,12.2,18,0,0,62,0,0.0,0,Packers  Packers,8,18,29,0,Packers  Packers,0,0,0,0,0,0.0,0,0.0,1026,Packers  Packers,448,267,59.6,7.0,2920,31,20,85.4,0,0.0,0,0,84,28,Packers  Packers,565,2095,3.7,16,0,0,41T,0,0.0,0,Packers  Packers,267,3142,11.8,31,0,0,84,0,0.0,0,0,Packers  Packers,0,0,1,Packers  Packers,0,0,0,0,0,0.0,0,0.0,1041,Packers  Packers,37,0,0,0,Packers  Packers,0,0,0,0,0,Packers  Packers,20,1,147,58T,Packers  Packers,17,27,63.0,,,,,,50,0,Packers  Packers,17,63.0,29,100.0,0,1,Packers  Packers,0,0,0,0.0,0,0.0,0,0,0,0,Packers  Packers,0.0,0,70,37.7,63,2825,0,0,0,0,0,0,0,0,5,Packers  Packers,9.6,33,316,1,0,0,83T,0,0,2,1986
20,Lions  Lions,500,286,57.2,6.2,3107,18,20,71.0,0,0.0,0,0,73,39,323,Lions  Lions,470,1771,3.8,13,0,0,60T,0,0.0,0,Lions  Lions,286,3107,10.9,18,0,0,73,0,0.0,0,Lions  Lions,13,18,32,0,Lions  Lions,0,0,0,0,0,0.0,0,0.0,1009,Lions  Lions,468,279,59.6,6.6,2800,14,22,69.7,0,0.0,0,0,81T,41,Lions  Lions,519,2349,4.5,15,0,0,55T,0,0.0,0,Lions  Lions,279,3090,11.1,14,0,0,81T,0,0.0,0,0,Lions  Lions,0,0,0,Lions  Lions,0,0,0,0,0,0.0,0,0.0,1028,Lions  Lions,39,0,0,0,Lions  Lions,0,0,0,0,0,Lions  Lions,22,0,190,36,Lions  Lions,18,25,72.0,,,,,,52,0,Lions  Lions,18,72.0,31,96.9,0,1,Lions  Lions,0,0,0,0.0,0,0.0,0,0,0,0,Lions  Lions,0.0,0,83,39.9,60,3389,0,0,0,0,0,0,0,0,2,Lions  Lions,9.8,43,420,1,0,0,81T,0,0,0,1986
21,Broncos  Broncos,549,306,55.7,6.9,3811,22,16,78.7,0,0.0,0,0,53,38,273,Broncos  Broncos,455,1678,3.7,17,0,0,42,0,0.0,0,Broncos  Broncos,306,3811,12.5,22,0,0,53,0,0.0,0,Broncos  Broncos,17,22,45,0,Broncos  Broncos,0,0,0,0,0,0.0,0,0.0,1042,Broncos  Broncos,545,301,55.2,6.9,3296,21,18,75.9,0,0.0,0,0,57T,49,Broncos  Broncos,432,1651,3.8,13,0,0,60T,0,0.0,0,Broncos  Broncos,301,3755,12.5,21,0,0,57T,0,0.0,0,0,Broncos  Broncos,0,2,2,Broncos  Broncos,0,0,0,0,0,0.0,0,0.0,1026,Broncos  Broncos,38,0,0,0,Broncos  Broncos,0,0,0,0,0,Broncos  Broncos,18,2,318,56,Broncos  Broncos,20,28,71.4,,,,,,51,0,Broncos  Broncos,20,71.4,44,97.8,0,2,Broncos  Broncos,0,0,0,0.0,0,0.0,0,0,0,0,Broncos  Broncos,0.0,0,85,39.3,57,3376,0,0,0,0,0,0,0,0,1,Broncos  Broncos,11.5,48,552,2,0,0,70T,0,0,0,1986
